Customer ID,Recency,Frequency,Monetary,Segment
13362,9,7,5394.07,1
13363,18,3,1723.86,1
13364,71,1,134.95999999999998,1
13365,34,2,2225.37,1
13366,50,1,56.160000000000004,1
13367,432,1,510.20000000000005,5
13368,257,4,1121.5,5
13369,366,1,616.5600000000001,5
13370,372,1,1509.74,5
13371,505,2,2297.66,0
13372,90,1,378.64,1
13373,61,6,7587.1900000000005,1
13374,415,2,422.8,5
13375,89,2,1792.23,1
13376,99,3,1019.76,1
13377,397,2,1552.88,5
13379,26,3,572.56,1
13380,433,1,62.4,5
13381,32,12,8224.37,1
13382,281,5,1387.58,5
13383,544,1,305.28000000000003,0
13384,31,11,6680.83,1
13385,330,1,534.57,5
13386,414,2,835.46,5
13387,417,1,186.94,5
13388,131,3,1185.65,1
13389,11,3,797.96,1
13390,75,1,544.08,1
13391,204,1,59.8,5
13392,677,1,91.14,0
13393,584,4,1131.45,0
13394,2,19,6621.7,3
13395,185,3,1180.23,1
13396,29,2,1360.99,1
13397,73,10,3191.87,1
13398,192,2,670.34,1
13399,464,3,275.4,5
13400,583,1,310.83,0
13402,127,4,1535.13,1
13403,18,3,229.5,1
13404,1,2,252.49,1
13405,74,6,1213.811,1
13406,427,2,568.92,5
13407,579,3,2244.7,0
13408,2,106,51733.462,4
13410,24,9,2201.96,1
13411,107,1,213.55,1
13412,620,1,487.34999999999997,0
13413,640,6,429.44,0
13414,134,6,2494.14,1
13415,473,4,784.17,5
13416,44,3,940.8000000000001,1
13417,5,6,1669.49,1
13418,12,31,12182.9,3
13419,64,1,221.06,1
13420,150,2,159.85,1
13421,40,8,4058.75,1
13422,64,1,2626.3,1
13423,429,1,217.03,5
13424,450,1,572.77,5
13425,108,5,3390.4300000000003,1
13426,1,22,8167.38,3
13427,19,6,1006.53,1
13428,10,3,478.54,1
13429,11,4,1006.8,1
13430,19,2,679.45,1
13431,67,8,3316.24,1
13432,571,2,439.1,0
13433,501,4,658.3199999999999,0
13434,74,5,1666.8600000000001,1
13435,5,9,4447.33,1
13436,2,1,196.89,1
13437,14,7,3408.06,1
13438,547,1,46.5,0
13439,255,3,986.61,5
13440,423,7,1295.25,5
13441,92,2,720.9,1
13442,667,3,419.87,0
13443,449,6,1273.16,5
13444,374,2,619.08,5
13445,626,1,241.89999999999998,0
13446,430,11,3881.89,5
13447,23,3,1129.14,1
13448,17,13,9189.89,1
13449,24,1,291.88,1
13450,27,13,4120.04,1
13451,26,11,7090.06,1
13452,259,3,729.8,5
13453,166,3,781.6899999999999,1
13454,641,1,219.87,0
13455,25,6,2905.93,1
13456,18,6,1766.72,1
13457,689,2,148.22,0
13458,7,16,11959.27,3
13459,625,2,1160.4099999999999,0
13460,29,2,183.44,1
13461,39,6,4160.0,1
13462,253,5,1153.85,5
13464,58,6,3097.64,1
13465,446,2,931.12,5
13466,184,5,1013.35,1
13467,11,2,1071.91,1
13468,2,72,13375.51,3
13469,653,1,82.4,0
13470,99,2,165.0,1
13471,1,4,2501.84,1
13472,464,2,592.24,5
13473,61,8,2657.7599999999998,1
13474,236,3,646.59,5
13475,191,4,1431.78,1
13476,179,5,2061.4700000000003,1
13477,38,11,2819.17,1
13478,469,5,2215.78,5
13479,201,4,851.37,1
13480,417,2,627.82,5
13481,46,11,3830.84,1
13482,232,2,336.09,5
13483,66,1,140.34,1
13484,241,3,790.72,5
13485,233,11,3019.2200000000003,5
13486,78,3,1122.41,1
13487,58,5,846.87,1
13488,17,23,15587.88,3
13489,105,4,449.52,1
13490,654,1,154.25,0
13491,52,27,4566.56,3
13492,136,3,1269.84,1
13493,275,2,618.63,5
13494,312,1,316.26000000000005,5
13495,8,10,5374.26,1
13496,11,2,653.33,1
13497,283,6,1320.33,5
13498,730,1,327.38,0
13499,18,5,1159.11,1
13500,23,4,1466.3,1
13501,288,3,2885.11,5
13502,17,5,780.5,1
13503,71,6,1859.24,1
13504,64,1,295.93,1
13505,73,4,4393.63,1
13506,316,5,1639.2,5
13507,3,4,2479.16,1
13508,244,2,287.05,5
13509,9,8,1114.72,1
13510,1,11,4558.29,1
13511,677,1,282.76,0
13512,261,4,713.39,5
13513,127,3,824.59,1
13514,74,4,815.9000000000001,1
13515,73,6,1265.82,1
13516,21,4,1685.26,1
13517,60,3,2128.42,1
13518,86,1,627.16,1
13519,78,2,343.21,1
13520,59,11,6909.4,1
13521,1,3,1071.73,1
13522,30,1,125.80000000000001,1
13523,33,6,5101.52,1
13524,41,5,680.1800000000001,1
13525,15,2,628.78,1
13526,738,2,1182.0,0
13527,34,12,4541.29,1
13529,79,2,307.76,1
13530,634,1,402.97999999999996,0
13531,205,6,1738.52,1
13532,34,1,210.31,1
13533,183,3,269.09,1
13534,2,35,7720.9,3
13535,403,1,89.5,5
13536,1,7,3444.39,1
13537,426,2,717.85,5
13538,43,12,3103.13,1
13539,86,7,1569.3600000000001,1
13540,467,3,632.39,5
13541,427,2,785.25,5
13542,377,17,3959.4900000000002,5
13543,634,2,1439.6100000000001,0
13544,40,6,790.2,1
13545,391,2,364.93,5
13546,12,5,1086.24,1
13547,408,1,167.08,5
13548,96,3,901.44,1
13549,26,8,1005.8,1
13550,383,1,342.55,5
13551,319,2,244.2,5
13552,66,22,6948.92,3
13553,675,1,499.6,0
13554,380,7,1629.35,5
13555,74,13,8891.84,1
13556,429,2,200.82,5
13557,28,13,3032.26,1
13558,6,4,594.52,1
13559,513,2,990.0,0
13560,7,1,171.42000000000002,1
13561,216,11,1803.4,1
13562,82,8,4838.18,1
13563,84,2,777.53,1
13564,144,37,17035.02,3
13565,19,3,414.8,1
13566,41,5,1688.6,1
13567,428,4,1079.29,5
13568,173,1,187.05,1
13569,17,4,836.36,1
13570,243,1,239.49,5
13571,13,26,4537.26,3
13572,206,1,1384.25,5
13573,50,6,904.52,1
13574,411,1,404.45,5
13575,23,5,732.0699999999999,1
13576,10,28,11551.74,3
13577,25,11,3489.28,1
13578,409,1,147.66,5
13579,15,5,1539.04,1
13580,406,1,107.75,5
13581,309,2,280.53000000000003,5
13582,390,2,241.68,5
13583,156,2,1445.031,1
13584,307,3,385.7,5
13585,531,3,684.54,0
13586,541,1,127.28,0
13587,64,4,1673.5,1
13588,16,9,2478.95,1
13589,15,6,1120.74,1
13590,11,18,6336.04,1
13591,65,7,2093.94,1
13592,36,4,247.95999999999998,1
13593,108,14,5493.29,1
13594,53,2,533.32,1
13595,517,3,784.48,0
13596,6,2,664.11,1
13597,400,2,396.71,5
13598,47,5,761.96,1
13599,1,33,10163.880000000001,3
13600,312,2,518.42,5
13601,45,4,1159.99,1
13602,65,4,1025.17,1
13603,26,1,164.34,1
13604,659,1,717.62,0
13605,387,2,522.67,5
13606,29,3,276.75,1
13607,40,2,1075.81,1
13608,541,1,232.05,0
13609,593,1,167.35,0
13610,12,14,2103.71,1
13611,89,10,3297.9300000000003,1
13612,633,1,818.29,0
13613,453,5,1039.8500000000001,5
13614,24,6,2332.74,1
13615,319,8,6272.53,5
13616,568,2,283.85,0
13617,40,8,1278.75,1
13618,174,1,177.34,1
13619,545,2,224.94,0
13620,528,1,112.34,0
13621,117,1,213.85,1
13622,696,1,658.95,0
13623,31,10,2533.06,1
13624,388,1,462.08,5
13625,597,1,301.26,0
13626,253,2,707.04,5
13627,59,7,2245.9,1
13628,676,1,310.14,0
13629,23,19,13370.86,3
13630,5,7,2031.78,1
13631,100,11,3070.42,1
13632,25,8,3645.81,1
13634,33,16,5033.77,1
13635,68,4,2999.16,1
13636,37,5,949.12,1
13637,52,3,804.3,1
13638,16,1,122.64,1
13639,74,2,1346.27,1
13640,611,1,405.0,0
13641,641,5,1016.47,0
13642,216,4,472.2,5
13643,31,10,2156.77,1
13644,16,4,2624.26,1
13645,120,1,252.1,1
13646,400,2,326.25,5
13647,10,8,3041.68,1
13648,400,8,1764.02,5
13649,257,6,1651.48,5
13650,17,10,3288.0,1
13651,35,3,226.85,1
13652,46,5,2570.85,1
13653,488,1,152.2,0
13654,43,11,6308.0,1
13655,114,6,2280.51,1
13656,165,4,1078.85,1
13657,11,2,382.14,1
13658,10,9,6025.5,1
13659,206,12,4884.68,1
13660,400,1,306.64,5
13661,603,1,325.24,0
13662,86,11,2233.61,1
13663,179,5,2047.51,1
13665,386,3,1711.6599999999999,5
13666,60,5,127.89999999999999,1
13667,149,1,299.05,1
13668,3,35,12948.48,3
13669,51,3,413.55,1
13670,75,1,349.7,1
13671,395,1,172.6,5
13672,301,3,419.92,5
13673,19,2,387.44,1
13674,433,1,240.68,5
13675,151,2,486.82000000000005,1
13676,539,2,243.9,0
13677,405,2,551.24,5
13678,152,1,232.6,1
13679,494,3,281.26,0
13680,1,12,11419.67,1
13681,18,4,827.83,1
13682,187,1,59.5,1
13683,458,1,258.6,5
13684,286,4,594.88,5
13685,3,7,3119.44,1
13686,183,3,409.04,1
13687,438,1,11880.84,5
13688,635,1,375.5,0
13689,63,2,1259.5,1
13690,59,1,172.25,1
13691,396,1,212.78,5
13692,25,5,3114.4,1
13693,374,9,2011.82,5
13694,4,143,196482.81,4
13695,31,16,2770.73,1
13696,422,3,2020.4,5
13697,39,1,151.29999999999998,1
13698,597,2,451.73,0
13699,155,2,764.15,1
13700,26,13,2596.9700000000003,1
13701,447,1,161.0,5
13702,446,1,135.18,5
13703,318,2,425.56,5
13704,5,9,2308.06,1
13705,8,7,2035.33,1
13706,303,2,631.17,5
13707,267,5,3365.86,5
13708,271,1,285.33,5
13709,4,18,7571.35,3
13710,32,3,509.52,1
13711,219,9,1792.26,5
13712,247,2,766.42,5
13713,408,3,740.76,5
13714,465,1,161.35,5
13715,281,17,8425.69,5
13716,269,1,138.28,5
13717,32,8,1763.3,1
13718,246,2,306.55,5
13719,15,11,2783.08,1
13720,117,4,799.9,1
13721,36,2,741.54,1
13722,132,10,5635.41,1
13723,217,6,1194.08,5
13724,637,1,213.01,0
13725,50,8,1980.56,1
13726,39,2,1079.6599999999999,1
13727,29,8,1074.15,1
13728,37,16,2855.17,1
13729,436,3,724.73,5
13730,136,2,752.6,1
13731,219,2,610.59,5
13732,28,1,491.86,1
13733,411,2,487.03000000000003,5
13734,509,4,6695.6900000000005,0
13735,25,13,9762.77,1
13736,5,7,2752.47,1
13737,200,1,339.59999999999997,5
13738,396,1,434.78000000000003,5
13739,18,2,292.2,1
13740,241,5,1582.77,5
13741,72,3,668.4300000000001,1
13742,17,12,3107.87,1
13743,3,7,1341.6,1
13744,95,2,1080.52,1
13745,162,2,777.36,1
13746,414,1,176.69,5
13747,374,2,249.39999999999998,5
13748,96,9,2268.35,1
13750,54,11,3602.1800000000003,1
13751,288,1,296.25,5
13752,124,7,1579.8300000000002,1
13753,288,4,2094.57,5
13754,152,3,447.05,1
13755,4,9,2108.06,1
13756,2,23,9188.75,3
13757,675,1,195.55,0
13758,12,15,9416.98,1
13759,33,2,659.4100000000001,1
13760,54,5,1363.6399999999999,1
13761,50,6,1952.17,1
13762,219,5,2472.48,5
13763,63,3,5217.4400000000005,1
13764,71,6,2919.62,1
13765,653,1,352.821,0
13766,495,1,190.35,0
13767,2,73,35540.53,3
13768,727,2,875.97,0
13769,2,20,5800.42,3
13770,422,4,785.37,5
13771,64,9,5728.82,1
13772,34,8,3100.02,1
13773,397,2,301.54,5
13774,82,1,345.0,1
13775,591,1,1049.66,0
13776,428,2,623.98,5
13777,1,61,56478.42,3
13778,103,4,1124.49,1
13779,516,1,161.13,0
13780,7,3,732.07,1
13781,251,3,778.83,5
13782,13,13,1786.08,1
13783,488,4,1542.09,0
13784,10,14,2910.23,1
13785,429,4,542.49,5
13786,367,6,3358.39,5
13787,76,6,1222.5,1
13788,505,1,3.75,0
13789,388,1,239.45999999999998,5
13790,4,1,348.8,1
13791,128,2,1516.0,1
13792,66,3,383.95,1
13793,647,1,96.0,0
13794,547,1,126.03,0
13795,388,4,836.3,5
13796,499,1,289.7,0
13797,437,3,1179.45,5
13798,1,110,75836.87,4
13799,117,9,2803.57,1
13800,310,3,1679.56,5
13801,67,1,324.8,1
13802,139,19,26259.11,3
13803,255,3,1338.91,5
13804,31,9,3161.12,1
13805,52,2,924.6,1
13806,64,1,256.38,1
13807,367,3,534.8,5
13808,6,5,1747.66,1
13809,305,3,679.7,5
13810,29,3,1499.01,1
13811,184,3,814.5,1
13812,42,3,539.0,1
13813,40,8,2765.47,1
13814,92,3,2257.32,1
13815,22,8,7475.74,1
13816,24,2,571.6700000000001,1
13817,29,2,382.98,1
13818,430,1,61.28,5
13819,302,6,2642.35,5
13820,418,3,652.75,5
13821,145,6,1379.08,1
13822,6,2,632.0,1
13823,19,7,3403.4500000000003,1
13824,33,12,3314.76,1
13825,622,2,255.59,0
13826,176,1,189.5,1
13827,58,3,409.8,1
13828,22,1,209.49,1
13829,421,1,102.0,5
13830,582,1,156.85000000000002,0
13831,16,18,6993.54,3
13832,19,2,609.89,1
13833,159,2,700.41,1
13834,577,2,324.19,0
13835,25,7,1095.27,1
13836,399,2,620.37,5
13837,212,2,266.59000000000003,5
13838,6,10,1920.73,1
13839,486,1,139.95000000000002,0
13840,416,1,651.4,5
13841,253,1,85.0,5
13842,59,18,5629.91,1
13843,381,1,319.75,5
13844,11,1,361.62,1
13845,65,1,312.98,1
13846,25,4,1307.79,1
13847,720,1,310.72,0
13848,92,8,3335.0,1
13849,52,5,3469.3,1
13850,129,1,1595.48,1
13851,96,8,4606.46,1
13852,611,1,187.35000000000002,0
13853,57,1,1090.14,1
13854,9,39,12253.96,3
13855,501,4,1310.3400000000001,0
13856,169,11,1142.03,1
13857,393,6,1001.01,5
13858,57,1,216.17,1
13859,326,2,515.86,5
13860,1,5,1245.9,1
13861,429,2,273.26,5
13862,18,9,2556.09,1
13863,248,4,1239.55,5
13864,387,1,662.4000000000001,5
13865,58,4,501.56,1
13866,74,1,145.67000000000002,1
13867,31,3,1005.09,1
13868,7,2,3192.54,1
13869,123,10,7996.87,1
13870,2,15,5712.08,1
13871,23,17,7885.85,1
13872,527,3,919.57,0
13873,120,8,1038.92,1
13874,358,7,2049.15,5
13875,54,14,4814.37,1
13876,64,1,122.7,1
13877,86,3,449.68,1
13878,55,4,2416.9,1
13879,646,1,395.5,0
13880,21,17,4391.66,1
13881,4,43,45179.1,3
13882,3,5,1191.13,1
13883,11,15,6560.02,1
13884,7,10,1825.03,1
13885,189,2,506.8,1
13886,71,1,243.56,1
13887,204,1,349.55,5
13888,120,7,2001.59,1
13889,93,6,1991.23,1
13890,1,14,2927.38,1
13891,378,3,859.21,5
13892,27,6,1267.6499999999999,1
13893,298,1,821.1,5
13894,24,3,564.62,1
13895,28,6,4008.52,1
13896,626,1,388.55,0
13897,50,3,1160.72,1
13898,326,2,686.4,5
13899,16,2,388.52,1
13900,183,6,1610.59,1
13901,72,15,5676.34,1
13902,632,5,34095.26,0
13903,400,1,165.45000000000002,5
13904,37,2,332.64,1
13905,733,1,312.65,0
13906,409,1,42.0,5
13907,692,1,136.8,0
13908,80,4,2369.55,1
13909,423,2,282.85,5
13911,57,20,4234.99,3
13912,424,1,124.95,5
13913,507,1,42.22,0
13914,12,2,626.45,1
13915,394,1,70.80000000000001,5
13916,464,4,1275.81,5
13917,50,2,272.04,1
13918,50,2,1212.8400000000001,1
13919,59,4,1360.68,1
13920,432,4,1774.68,5
13921,402,4,730.7,5
13922,352,3,865.2,5
13923,54,1,351.13,1
13924,2,6,1838.8500000000001,1
13925,93,4,678.25,1
13926,23,1,223.85000000000002,1
13927,75,2,708.26,1
13928,11,4,464.57,1
13929,169,11,3494.1,1
13930,58,2,337.34,1
13931,96,11,5257.38,1
13932,295,1,307.4,5
13933,109,2,608.7900000000001,1
13934,264,1,922.1,5
13935,597,3,6116.92,0
13936,180,3,939.66,1
13937,169,2,880.13,1
13938,35,1,71.66,1
13939,23,7,1560.96,1
13940,17,4,839.14,1
13941,22,15,11122.300000000001,1
13942,535,1,320.0,0
13943,578,1,246.54,0
13944,653,1,200.43,0
13945,395,2,854.15,5
13946,79,6,1876.23,1
13947,65,1,90.6,1
13948,361,4,548.76,5
13949,3,6,2427.32,1
13950,11,4,745.06,1
13951,176,3,674.45,1
13952,218,14,12823.521,1
13953,7,12,6640.68,1
13954,2,2,439.92,1
13955,154,3,544.0699999999999,1
13956,5,5,1019.27,1
13957,418,3,458.25,5
13958,380,8,4709.2300000000005,5
13959,79,6,1064.77,1
13960,21,2,230.22,1
13961,392,1,538.4,5
13962,22,3,362.8,1
13963,308,17,3011.87,5
13964,387,2,438.9,5
13965,477,3,996.61,0
13966,435,1,384.26,5
13967,146,2,166.3,1
13968,423,1,123.66,5
13969,7,35,13291.05,3
13970,386,2,846.55,5
13971,19,14,4667.57,1
13972,71,2,190.25,1
13973,287,1,264.7,5
13974,49,2,677.72,1
13975,31,12,5256.4,1
13976,207,4,1192.36,5
13977,411,1,519.8100000000001,5
13978,15,2,196.79000000000002,1
13979,73,7,3379.93,1
13980,60,5,768.82,1
13981,416,1,331.14,5
13982,39,9,4382.89,1
13983,30,21,7083.25,3
13984,27,12,2048.6,1
13985,4,22,10020.86,3
13986,17,1,320.46,1
13987,380,2,682.54,5
13988,20,8,4757.8,1
13989,66,5,2026.06,1
13990,213,1,311.3,5
13991,12,6,852.88,1
13992,30,3,219.5,1
13993,43,19,6775.71,3
13994,4,6,2274.14,1
13995,15,14,3902.01,1
13996,386,2,895.76,5
13997,519,3,376.46,0
13998,447,3,566.7,5
13999,10,29,9502.26,3
14000,211,5,2046.3400000000001,5
14001,46,9,4530.09,1
14002,134,2,529.73,1
14003,733,1,209.41,0
14004,43,11,6258.45,1
14005,10,5,2874.72,1
14006,116,7,2196.67,1
14007,513,1,79.48,0
14008,432,1,509.04,5
14009,198,3,1099.91,1
14010,565,2,445.15,0
14011,480,2,457.82,0
14012,278,1,328.8,5
14013,110,5,1084.57,1
14014,77,3,1948.21,1
14015,53,1,917.34,1
14016,162,11,11403.41,1
14017,571,1,229.75,0
14018,645,1,367.15000000000003,0
14019,47,3,1421.61,1
14020,17,4,1249.01,1
14021,155,7,1716.58,1
14022,225,2,792.15,5
14023,7,2,584.07,1
14024,122,3,645.74,1
14025,465,8,4057.9,5
14026,471,2,713.11,5
14027,61,1,104.82,1
14028,550,3,10396.5,0
14029,63,2,467.66,1
14030,18,20,8198.3,3
14031,7,44,40919.58,3
14032,2,16,4850.2699999999995,1
14033,555,1,109.44,0
14034,22,3,648.89,1
14035,29,9,2794.75,1
14036,285,1,626.65,5
14037,176,6,836.95,1
14038,78,5,3069.88,1
14039,33,2,267.28000000000003,1
14040,41,35,12523.81,3
14041,266,1,141.41,5
14042,725,1,431.98,0
14043,491,2,302.6,0
14044,27,10,3077.7,1
14045,109,16,11313.029999999999,1
14046,284,1,154.99,5
14047,9,14,4255.03,1
14048,305,3,748.69,5
14049,17,13,13023.4,1
14050,32,2,746.36,1
14051,1,37,22394.4,3
14052,20,2,466.66,1
14053,124,4,572.3,1
14054,65,1,92.46,1
14055,106,3,1520.96,1
14056,1,23,8152.71,3
14057,24,22,8346.66,3
14058,463,2,469.19,5
14059,267,1,183.6,5
14060,5,30,9519.08,3
14061,507,3,917.4300000000001,0
14062,10,24,25585.65,3
14063,438,9,22710.2,5
14064,29,15,3260.24,1
14065,389,3,891.02,5
14066,267,1,152.55,5
14067,64,2,374.7,1
14068,320,4,1516.72,5
14069,515,2,225.81,0
14070,685,1,321.6,0
14071,4,8,1437.57,1
14072,667,1,390.85,0
14073,32,1,151.04,1
14074,623,1,219.39999999999998,0
14075,5,6,1734.87,1
14076,129,1,118.67,1
14077,41,6,615.0799999999999,1
14078,102,9,1689.71,1
14079,125,2,618.73,1
14080,33,5,1115.68,1
14081,302,10,5291.09,5
14082,365,2,413.36,5
14083,4,11,1376.2,1
14084,512,1,150.5,0
14085,2,33,10028.72,3
14086,463,1,39.95,5
14087,3,3,829.47,1
14088,10,16,64036.8,3
14089,57,1,158.75,1
14090,325,1,76.32000000000001,5
14091,654,2,9530.08,0
14092,8,24,7229.45,3
14093,12,1,433.86,1
14094,440,1,311.77,5
14095,723,1,2.95,0
14096,4,17,65164.79,3
14097,481,2,422.85999999999996,0
14098,37,1,147.35,1
14099,16,20,5750.91,3
14100,138,1,191.95000000000002,1
14101,74,13,9961.93,1
14102,5,5,1105.8799999999999,1
14104,155,5,743.53,1
14105,239,5,5988.83,5
14106,737,1,214.79999999999998,0
14107,52,11,4877.3,1
14108,31,4,1044.96,1
14109,73,1,144.2,1
14110,4,33,12987.95,3
14111,14,4,692.85,1
14112,23,13,5834.59,1
14113,4,16,7092.610000000001,1
14114,274,7,1364.09,5
14115,502,2,622.6700000000001,0
14116,20,5,1382.74,1
14117,144,1,90.0,1
14118,429,1,458.45,5
14119,376,2,183.37,5
14121,4,4,2780.15,1
14122,406,3,362.42,5
14123,733,1,436.18,0
14124,84,1,419.58000000000004,1
14125,11,3,2720.63,1
14126,8,4,1172.46,1
14127,123,6,1900.0800000000002,1
14128,61,3,924.21,1
14129,2,9,2591.34,1
14130,319,4,1858.77,5
14131,649,1,168.22,0
14132,2,11,3586.0299999999997,1
14133,130,4,911.14,1
14134,383,15,11123.35,5
14135,2,24,9643.92,3
14136,401,5,1570.81,5
14137,696,1,332.7,0
14138,2,2,965.8800000000001,1
14139,46,4,1086.8,1
14140,4,2,935.05,1
14141,3,4,915.13,1
14142,373,2,983.15,5
14143,134,1,115.8,1
14144,486,1,30.599999999999998,0
14145,47,7,7600.05,1
14146,9,12,9450.3,1
14147,78,9,2590.2,1
14148,234,2,466.29,5
14149,221,1,446.62,5
14150,36,2,658.64,1
14151,673,2,679.45,0
14152,75,7,1997.3400000000001,1
14153,483,1,233.4,0
14154,239,8,6460.7,5
14155,266,1,118.75,5
14156,10,156,313759.82,2
14157,20,5,978.69,1
14158,40,1,507.66,1
14159,20,20,7860.8,3
14160,610,7,8421.47,0
14161,216,7,3280.08,5
14162,174,2,289.36,1
14163,87,5,2594.62,1
14164,71,2,1631.77,1
14165,276,1,120.44,5
14166,505,2,251.15,0
14167,39,8,1274.29,1
14168,421,2,370.45,5
14169,431,2,621.51,5
14170,375,3,570.18,5
14171,98,2,498.79,1
14172,605,3,369.02,0
14173,11,6,586.0,1
14174,33,1,134.46,1
14175,60,8,7678.88,1
14176,297,5,916.01,5
14177,86,13,2209.69,1
14178,9,7,1600.26,1
14179,41,2,701.57,1
14180,11,33,6319.25,3
14181,411,2,308.35,5
14182,444,4,678.77,5
14183,411,2,278.34000000000003,5
14184,67,1,452.89,1
14185,331,1,197.65,5
14186,427,5,1550.63,5
14187,474,1,123.5,0
14188,31,6,2054.36,1
14189,2,16,5814.39,1
14190,666,1,79.9,0
14191,2,15,4817.66,1
14192,388,1,293.74,5
14193,68,3,1210.19,1
14194,5,36,18670.59,3
14195,202,6,2615.6,1
14196,107,1,335.52,1
14197,411,1,390.05,5
14198,18,9,1569.73,1
14199,218,4,1091.7,5
14200,617,1,379.2,0
14201,60,10,1193.54,1
14202,381,3,847.76,5
14203,397,1,339.34,5
14204,2,4,1024.83,1
14205,17,9,2414.2,1
14206,239,3,1185.01,5
14207,688,1,157.8,0
14208,95,2,567.05,1
14209,11,15,4993.27,1
14210,106,16,5861.52,1
14211,53,18,4402.29,1
14212,90,2,2190.14,1
14213,405,1,1192.2,5
14214,31,5,1004.38,1
14215,12,9,3416.33,1
14216,3,5,2150.04,1
14217,2,23,3416.89,3
14218,43,1,169.48000000000002,1
14219,4,3,633.83,1
14220,247,4,1515.0,5
14221,42,17,6517.49,1
14222,177,1,683.17,1
14223,92,3,991.13,1
14224,110,9,1841.71,1
14225,435,4,2031.07,5
14226,29,6,2985.13,1
14227,26,15,6368.71,1
14228,438,3,745.5,5
14229,52,7,2594.04,1
14230,436,3,979.8000000000001,5
14231,184,4,1235.6200000000001,1
14232,43,5,2048.07,1
14233,49,7,2904.27,1
14234,22,4,754.12,1
14235,75,9,4717.99,1
14236,81,5,1744.64,1
14237,373,2,632.14,5
14238,326,3,434.23,5
14239,43,21,4263.17,3
14240,30,3,1247.49,1
14241,184,2,333.70000000000005,1
14242,235,2,280.55,5
14243,9,17,7431.05,1
14244,661,1,366.41999999999996,0
14245,220,2,1693.45,5
14246,111,3,1474.06,1
14247,278,5,753.56,5
14248,318,3,1032.95,5
14249,411,12,5400.461,5
14250,7,3,1904.05,1
14251,2,5,2879.7000000000003,1
14252,381,1,350.99,5
14253,493,2,363.40000000000003,0
14254,433,1,601.03,5
14255,546,1,1000.63,0
14256,260,5,2460.79,5
14257,64,9,5954.45,1
14258,9,25,32051.34,3
14259,142,1,120.0,1
14260,471,3,824.28,5
14261,51,2,1163.45,1
14262,8,8,2618.23,1
14263,423,1,322.93,5
14264,155,6,1517.3600000000001,1
14265,109,4,1373.35,1
14266,428,1,40.56,5
14267,163,3,1516.24,1
14268,471,1,354.85,0
14269,439,1,295.73,5
14270,332,1,492.65000000000003,5
14271,226,2,214.18,5
14272,74,4,920.81,1
14273,51,4,559.97,1
14274,686,1,256.6,0
14275,396,6,1189.3799999999999,5
14276,99,7,2102.68,1
14277,15,9,17197.61,1
14278,410,1,205.83,5
14279,521,2,191.86,0
14280,197,1,134.04,5
14281,408,1,245.15,5
14282,3,25,7821.76,3
14283,463,4,628.4399999999999,5
14284,31,3,1299.65,1
14285,21,8,3284.42,1
14286,24,7,8479.76,1
14287,8,3,176.63,1
14288,213,1,426.6,5
14289,9,6,911.26,1
14290,11,8,4516.56,1
14291,2,23,7904.1,3
14292,8,16,9226.25,1
14293,3,9,3267.9300000000003,1
14294,407,1,375.34,5
14295,40,5,2362.91,1
14296,421,2,456.40000000000003,5
14297,18,4,1305.33,1
14298,8,82,91194.49,4
14299,8,27,14499.49,3
14300,19,1,43.2,1
14301,117,4,1992.18,1
14302,431,3,742.9000000000001,5
14303,407,2,277.94,5
14304,223,3,1725.01,5
14305,71,3,1858.96,1
14306,51,6,3151.4,1
14307,89,10,5071.03,1
14308,549,2,1147.02,0
14309,8,11,3780.81,1
14310,433,1,492.1,5
14311,243,2,516.45,5
14312,47,11,3090.29,1
14314,107,2,229.8,1
14315,45,8,3197.82,1
14316,422,5,1370.34,5
14317,65,1,508.58000000000004,1
14318,460,1,158.02,5
14319,424,1,494.85,5
14320,207,5,1346.75,5
14321,11,7,2218.06,1
14322,429,4,474.1,5
14323,115,2,605.0600000000001,1
14324,410,2,701.61,5
14325,570,1,245.48000000000002,0
14326,242,3,940.98,5
14327,163,6,1894.93,1
14328,438,1,445.05,5
14329,17,15,9887.62,1
14330,624,1,200.63,0
14331,124,2,462.65999999999997,1
14332,23,5,1917.41,1
14333,68,1,415.2,1
14334,17,12,4318.48,1
14335,16,2,454.86,1
14336,17,4,1614.91,1
14338,161,3,928.1,1
14339,243,2,620.27,5
14340,219,1,134.7,5
14341,45,18,4452.02,1
14342,21,6,918.44,1
14343,421,4,1079.66,5
14344,127,20,3333.7000000000003,3
14345,39,1,108.97999999999999,1
14346,121,5,2315.75,1
14347,737,1,82.6,0
14348,260,1,409.57,5
14349,10,1,133.5,1
14350,274,3,972.03,5
14351,165,1,51.0,1
14352,157,4,1078.96,1
14353,215,3,376.5,5
14354,6,2,163.62,1
14355,366,3,1014.45,5
14356,80,2,701.23,1
14357,43,1,225.12,1
14358,389,2,400.06,5
14359,19,3,912.18,1
14360,32,4,2118.03,1
14361,579,1,214.70999999999998,0
14362,22,1,151.5,1
14363,402,2,227.47000000000003,5
14364,109,8,3717.35,1
14365,395,2,634.68,5
14366,525,1,136.0,0
14367,8,16,9227.82,1
14368,320,1,155.0,5
14369,642,2,469.13,0
14370,451,6,1175.78,5
14371,295,1,100.5,5
14372,443,2,860.08,5
14373,358,1,76.55,5
14374,541,1,108.0,0
14375,185,3,1106.82,1
14376,683,1,215.46,0
14377,191,2,617.05,1
